feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
3.0897669393223595,-1.9785067564776424,0.13486338020692476,1.6872570281634007,-1.3641204429328737,-1.1725500081470486,-2.184219898046702,-3.3489451783391635,-2.0411509456604056,-1.6837557295133456,0
-3.400815970416136,2.4019631332958253,-1.2689238424658718,-1.0566388133537639,1.8708343793330398,1.4857534072961216,3.4970470728393557,-0.32669995276848585,0.5020456154663447,2.221892247954952,1
-1.87683364334554,1.1657768771289425,-0.8454109822114924,-0.2998847799599984,0.031155709105227913,1.6268315899901906,0.8138739964295787,-0.8435113219071881,-0.6136604679085468,0.7646309886282758,1
-1.1800430135054032,0.8847100073965952,-1.4167866471158133,-0.6450500467114417,0.9873571853190741,1.9878276614535955,0.238377571523307,0.7069004999162154,-1.2661023336511246,0.22775975171042717,1
-0.39628024804813156,-0.06825918733764014,-0.0585620505450542,0.09053397861061674,-0.5093608291239822,1.25499947606866,-0.46462876630669914,-2.2588881443780666,-0.9729967645226961,0.3896877285372451,1
-2.166536436984205,1.7003570022197323,-0.697631905399534,-0.8992408895236765,1.6117070374960436,2.0410191947835674,1.5666501588152777,0.4478332413315844,-0.05289232502541122,0.8862926934123493,1
1.4540827885300924,-0.9177938287397471,1.191483357686506,-1.5110313352193465,1.086567213118778,2.136519824804499,-3.170732487612396,-2.2418537140808175,0.8162745882328386,-0.624263952826561,1
-0.3330266486036924,-0.040746526373951264,0.604905223155877,-0.7682234857114476,0.602676405908798,2.4325453391363583,-1.2009496599899672,0.19469380536629743,0.2554028999455957,0.05716473075914519,0
3.9255533078238214,0.12298991437762763,0.8891901693541645,-1.1024773791109228,2.7720065470883553,-0.979437984317757,-3.71003489258421,2.3190024251710994,0.953007957373568,-4.968050723334916,0
5702.058549885096,9626.404439988895,7132.730957968463,5720.040747729822,5511.664415908307,7128.673577923897,8227.027876885059,6778.303708423697,9773.570232768803,6679.411956560427,0
-1.4751194069799733,1.3158229075811623,0.5616887923660444,-2.23140297491868,2.462177286964863,0.9177426850391156,1.2724031971195264,-1.7420783159345394,1.9181113282928612,1.6596547264684132,1
-1.0521001240655776,-0.34755423887846404,0.9221792602990441,-0.9464931220074854,-0.9596734002535006,1.7928437011271923,-1.4704516859489332,3.987530636998925,-0.5175045907344314,0.5017987955754113,1
2.3853984509517163,-2.4300711871119844,-1.4549544662522913,1.0794992562045294,-2.1047264356072444,-1.3031341365918634,-2.1403840865220607,-2.0685862541687303,0.5801133729923058,-0.3625808716419626,0
0.19983078171791796,-0.5219453543486772,0.12663059942435256,-1.1876624390923745,2.6281455742934803,0.5710908768475399,1.2974023174058884,-2.2074952992636536,0.9454714819925647,2.0724431729060866,0
-1.8894727675343181,-0.41840930493534634,-0.23689485262799195,-0.29635772393163007,-1.7321216988002082,1.8465042478612244,-0.22549743023162824,1.625076475857258,0.28441841139848745,1.868573556495173,1
1.9107276872160472,-0.5916049120603931,-0.1535071266491106,-2.081021642593594,1.099828559296418,1.278092095248704,-4.328384307269734,2.810817016571553,-1.3688400928708147,-2.3271076629765997,0
0.41308967019671905,0.3983978555057577,1.0172413511892788,0.5034709805710955,2.140712682476889,2.257530614861847,0.0965553250944404,2.0071206792712477,-2.112888358164718,-1.337057327177781,0
2.2928293735090803,-1.372887211028622,1.181996454223222,-1.5720279415884977,0.7929553126298334,1.0555170536893295,-4.050916225544809,2.0264165218985237,-1.014610826803366,-1.703168813951645,0
-4.312969608753795,2.2412206366468026,-2.0216025034582716,-0.15795018916363268,-2.9085992348129004,1.9125439254232823,0.7284394431977378,0.5374309991575967,0.3841283983675076,1.1236441117549505,1
-1.9880946256783405,1.5176220918185876,-0.7835548040410614,-0.7850171292105845,-0.6625866963727396,0.8928310036534772,0.06413452333391483,-0.07756147239780109,-0.7279033391981439,0.20613869779842176,1
4.656149547273885,-2.440309109801836,-1.7408596894949795,-0.14398025369587353,-0.25926725555552543,-2.1618964366769218,-4.093298348936237,-4.559183854978059,-0.30464321402114414,-2.2245442781425595,0
4.812749750353896,-2.952273544746063,0.8369317295280223,-0.947613424933987,0.17446702518417712,-1.6054955478579138,-4.698561028854165,-4.3412489892115245,-0.5910775096059382,-1.635372742746552,0
4.323697551936827,-1.971234926161503,2.533710829130129,-1.0524239956956483,1.2467201387323064,-1.2779852623255779,-4.238319407023658,1.8942736392627832,-0.04853252597824866,-2.952824863623067,0
-0.9990771297597465,-1.0926200535931427,3.103201276114097,-0.8746717446438347,-1.873961187451457,1.7650168249492602,-1.693389590048006,0.7398837519089814,0.4775256411263925,1.6387817146558825,1
4.659933387125384,-3.5615046226125244,-1.8719948851431487,-0.9950734189722464,-0.7191264388394878,0.5934990096193642,-6.8934375175260945,2.2611863491968553,-0.2220470137311213,-2.7470636264462316,0
-2.93337733526703,1.1385643030271657,0.4474943362572483,-0.6517631081485955,-4.37030941336017,1.005170757547348,-1.9568177597159007,0.7679339354835184,0.4423847232745611,0.2133197967814613,0
0.23932758851946354,-1.2081000230663261,-0.12478458239113234,-0.6638940064394494,-0.21763364567833554,0.7455805105701026,-0.9128604041078827,-0.12478304939283813,-1.2866944024914968,1.1863475900479181,1
2.381993770106836,-1.0303864446731945,0.2066817873696032,-1.2147275939797912,-0.5973871828873334,-1.3144614119000737,-3.52878768612187,-3.400670840526161,0.9188547498430165,-1.3952145173883694,0
-0.01613322493200226,0.5984883029801313,-1.3527348851099972,-0.02148596683534376,2.262892099013864,1.5997440450030787,0.8103328014002736,0.05250071967824288,1.6979655193513756,-0.3202062596988927,0
1.8493456031102111,0.004078566924108129,-0.5805314408463051,0.30504337852908225,2.9335740831302326,-0.18759445715980338,0.4169211284122586,1.8825498677550105,-1.9882609223095518,-1.7005016523633982,0
-1.2144639247788254,-0.7191882874601748,0.6703023546736777,-3.9284946859126015,-3.8879690597031176,2.7486771078883785,-7.144208908990924,2.319525367529094,-1.3255462574350425,-0.03954246929815586,1
-3.907593933115319,2.8583105336809527,-0.9498877560918947,-1.3886077270307773,1.9037830202241035,-0.10484713797743939,4.698333061601863,0.3511667127393634,-0.05660263936462753,2.81009408969264,1
9538.113570880374,8556.994715324196,5993.189338013011,7586.873690431978,9447.844105404689,8328.054732247818,6456.59698740186,9428.24454860721,7988.173012851466,6377.852896398227,1
3.6546942405822045,-2.56902580892086,2.0749225014902657,-0.14004954907431755,2.506163889149502,0.9277744908626984,-1.9189002132587516,-3.0429714002753108,1.290192549937319,-0.35600551037485806,1
3.269125291361206,-3.036979127635028,0.34540698843914275,-1.693132280821057,-2.14319782703914,0.6526384770883707,-7.107613105994492,0.3613844657954428,0.07363692201720405,-1.750726870370321,0
-0.8354110527541629,0.8689554398506915,-0.07438918449552662,-2.5252060592315466,3.0279780194751376,1.0449468671437958,0.8221578503258293,-2.059631652684641,-0.09426634125386558,1.6531628442575332,1
-0.24631418514614872,0.04301710878027298,0.12287856012666729,-0.1676886037041868,1.4302210108890976,-0.06726257698768778,1.7352930815907897,-1.4361571124303951,-0.08848365209126866,1.3245673840159597,1
-4.085844385581032,3.147425480954595,0.5519098503466282,-2.721148693402733,-0.9642141369835633,0.4804892862946185,0.41091392374277,-0.6358442293488883,-0.0240263262179077,1.2117512097853986,1
2.7305229001163736,-1.430759483787567,-0.665384438996181,0.37586782419690445,-0.040965138193038264,0.9964101304475526,-3.6475726886816875,1.7876516159321205,0.04141028914247959,-2.80224105914904,0
-2.6353777190473124,2.227789158084523,1.201006528762074,-1.4273846546171314,1.1201584771830402,1.5045277840624345,1.2273177228308854,1.883608649608452,0.21989662625103087,0.5510642877131136,1
-0.09592413479566357,-2.0537885346702263,0.7159928975840948,-1.0362859170085366,-2.112501285292314,2.126106880423037,-3.002088698972861,-0.20585004154594522,0.4084462038419082,1.6116598507098376,1
4.7078064870373035,-4.0334743511758155,-1.1344739175575103,-0.7167808137102919,-0.6243906865950253,-0.8063650477705973,-4.97649898500205,-4.282628990848395,-0.2850720974046158,-0.5033560492103826,0
0.6164355983313398,0.3047897048531698,-1.854136477154648,-4.983920847767594,-0.9813614870630982,-0.4571256157078001,-6.392044126325921,0.6381577794713693,0.6616537667157233,-1.5771433994652286,0
0.6290710894837157,-0.6035240200573554,0.11308076307285721,-3.5324410579728576,-0.862455341249928,-1.8652180609823885,-3.4810286965136963,0.7840441955986341,0.3672865992613769,0.25916451421725784,0
2.0591554319920102,-2.3586819793163616,0.9823260632987384,1.9309507786968072,-2.845406879687141,-0.06261366372548327,-2.5860127080755886,-0.18456233764260588,-0.8595251117402818,-1.1340820306270265,0
0.2787640725040898,-0.5227315720673977,-0.49466805790039187,-1.8854756281268314,0.7137683923557768,1.878135717862293,-2.288392732726411,-0.9799499534358889,0.757751315277474,0.35003974359518475,0
-2.6002677429109724,1.5032247443555398,-0.9157952120486291,-0.21873592633337435,-0.2738456327915364,-0.1782145365026102,2.709829182303262,-1.8744673656786621,1.785259808828847,2.0348842560529414,1
-1.8778625276385577,0.13016951657980358,1.1354848448198194,-0.8916006012570945,0.33676580592587846,3.549342190162778,-0.012937276985755648,-1.371025597771086,0.39752283189367665,1.9760217895584073,0
0.3516146510216267,0.7578282566403161,0.43682471719238786,-0.24387324565784185,2.583180806940269,1.4911818247894386,0.20043068851986942,2.2988690565026912,1.0378909147677426,-1.299132394946242,0
0.6359182410808571,-0.3572699782151023,1.1888428682058862,-0.9642554217596854,4.592570081853946,0.9454254017407964,2.495066604510431,-3.0143006132924985,0.8464131611593031,2.1130827159284125,1
2.775140356048576,0.6867107809290933,-0.7555982483439989,-1.7047798618087278,3.9963931641887074,-0.6839933771537086,-1.8378947795365823,1.5993983484093661,-1.2853013195749685,-3.338406991055001,0
-0.14398546559921443,-0.8437167681520752,-0.0812386476348047,-1.3160509004816534,-0.8843054702066672,1.0407808530088112,-2.0946359266441297,1.0465377732962953,0.07979135720240657,0.6349674528031627,1
2.0948041067607046,-0.7037411828114031,0.001101111525158812,-0.5863587728335304,-1.1587379759279517,-1.0801977496101347,-3.649125931156095,-0.10672349961856364,1.3116151221428891,-2.3909472261339477,0
-0.032709297354774285,0.5411518943116314,0.02943669074238712,0.5453172882201933,0.9402371556407314,2.7644818920236456,-0.9081919408931417,3.559718495610958,-0.4093018882339617,-1.8992972910014814,0
0.5739105395923464,0.026024102608144695,0.8294875898567414,-0.7568853983689358,0.7535259282598781,1.7836604320289213,-2.0087934241467185,0.20651179001798448,-2.9173628613030647,-1.1837575056996945,0
